Cesar David Alvarado Martínez [MX]	Jaime Riva [MX]	T	14	6
Cesar David Alvarado Martínez [MX]	Michael Ingalls [US]	W	17	7
Cesar David Alvarado Martínez [MX]	Pablo Gonzalez [MX]	W	20	8
Cesar David Alvarado Martínez [MX]	manuel alejandro canul basto [MX]	L	20	9
Cesar David Alvarado Martínez [MX]	Victor De Velasco [MX]	L	20	10
Cesar David Alvarado Martínez [MX]	Mauricio Serrano Ramirez [MX]	W	23	11
Cesar David Alvarado Martínez [MX]	Francisco Bernard [CR]	W	26	12
Eliseo Vazquez [MX]	Jefferson Isaacc Wiiliams [CR]	W	3	1
Eliseo Vazquez [MX]	Abraham Gonzalez [MX]	W	6	2
Eliseo Vazquez [MX]	Juan Espinola [MX]	W	9	3
Eliseo Vazquez [MX]	Joshua Frink [US]	T	10	4
Eliseo Vazquez [MX]	Pablo Gonzalez [MX]	L	10	5
Eliseo Vazquez [MX]	Rubén Darío Esquer Márquez [MX]	W	13	6
Eliseo Vazquez [MX]	David Gomez hernandez [MX]	W	16	7
Eliseo Vazquez [MX]	Mauricio Salas [MX]	W	19	8
Eliseo Vazquez [MX]	Sotero De Jesus De Dios Gonzalez [MX]	T	20	9
Eliseo Vazquez [MX]	Arath Gomez [MX]	L	20	10
Eliseo Vazquez [MX]	Jonathan Fabrizio Bellucci Lanciano [AR]	W	23	11
Eliseo Vazquez [MX]	Stephen Scicluna [CA]	W	26	12
Pablo Meza [MX]	Francisco Quijada [MX]	W	3	1
Pablo Meza [MX]	Carlos Espinoza [MX]	W	6	2
Pablo Meza [MX]	Jonathan Mena [MX]	W	9	3
Pablo Meza [MX]	Jose Daniel Sandoval Rios [MX]	T	10	4
Pablo Meza [MX]	Manuel Alejandro Cervantes [MX]	W	13	5
Pablo Meza [MX]	Luis alonso Flores Aquino [MX]	W	16	6
Pablo Meza [MX]	Fernando Elias Vega [MX]	L	16	7
Pablo Meza [MX]	Yona Elanai Valle Cadena [MX]	W	19	8
Pablo Meza [MX]	Azul Garcia Griego [US]	L	19	9
Pablo Meza [MX]	Francisco Rocha [MX]	W	22	10
Pablo Meza [MX]	Hector Romeo Vázquez Sánchez [MX]	W	25	11
Pablo Meza [MX]	Cameron Scotland [US]	T	26	12
Shane McManus [US]	Diego Adolfo Gómez Meza [MX]	W	3	1
Shane McManus [US]	Rafael Yuiti [BR]	L	3	2
Shane McManus [US]	Victor Velarde [MX]	W	6	3
Shane McManus [US]	Mauricio Patino [US]	T	7	4
Shane McManus [US]	Joaquin Gonzalez [MX]	W	10	5
Shane McManus [US]	Jose Roberto CABRIALES DE HOYOS [MX]	W	13	6
Shane McManus [US]	Israel Guadalupe Garcia Belmares [MX]	T	14	7
Shane McManus [US]	José Luis Hernández Hernández [MX]	W	17	8
Shane McManus [US]	Martín Rodríguez [MX]	W	20	9
Shane McManus [US]	Axel Salazar [MX]	W	23	10
Shane McManus [US]	Michael Ingalls [US]	W	26	11
